Median_House_Value,Median_Income,Median_Age,Tot_Rooms,Tot_Bedrooms,Population,Households,Latitude,Longitude,Distance_to_coast,Distance_to_LA,Distance_to_SanDiego,Distance_to_SanJose,Distance_to_SanFrancisco,Tot_No_Bedrooms,Max_Age
162900.0,2.6033,52.0,1503.0,298.0,690.0,275.0,37.84,-122.27,5976.28805827603,555535.931447864,734392.514953906,65195.9361857231,15959.4836572213,1205.0,67.0
147500.0,1.3578,40.0,751.0,184.0,409.0,166.0,37.85,-122.27,7016.67724394864,556363.889157129,735236.534241465,66154.0501389035,16499.7622031235,567.0,53.0
159800.0,1.7135,42.0,1639.0,367.0,929.0,366.0,37.85,-122.27,7016.67724394864,556363.889157129,735236.534241465,66154.0501389035,16499.7622031235,1272.0,55.0
113900.0,1.725,52.0,2436.0,541.0,1015.0,478.0,37.84,-122.27,5976.28805827603,555535.931447864,734392.514953906,65195.9361857231,15959.4836572213,1895.0,72.0
99700.0,2.1806,52.0,1688.0,337.0,853.0,325.0,37.84,-122.27,5976.28805827603,555535.931447864,734392.514953906,65195.9361857231,15959.4836572213,1351.0,74.0
132600.0,2.6,52.0,2224.0,437.0,1006.0,422.0,37.84,-122.27,5976.28805827603,555535.931447864,734392.514953906,65195.9361857231,15959.4836572213,1787.0,61.0
107500.0,2.4038,41.0,535.0,123.0,317.0,119.0,37.85,-122.28,6781.86317450868,556949.957896058,735808.166775323,66600.7590387803,15751.7939745031,412.0,51.0
93800.0,2.4597,49.0,1130.0,244.0,607.0,239.0,37.85,-122.28,6781.86317450868,556949.957896058,735808.166775323,66600.7590387803,15751.7939745031,886.0,65.0
105500.0,1.808,52.0,1898.0,421.0,1102.0,397.0,37.85,-122.28,6781.86317450868,556949.957896058,735808.166775323,66600.7590387803,15751.7939745031,1477.0,68.0
108900.0,1.6424,50.0,2082.0,492.0,1131.0,473.0,37.84,-122.28,5698.72690317439,556122.950063221,734964.878601402,65649.2259004016,15184.818393621,1590.0,65.0
132000.0,1.6875,52.0,729.0,160.0,395.0,155.0,37.84,-122.28,5698.72690317439,556122.950063221,734964.878601402,65649.2259004016,15184.818393621,569.0,70.0
122300.0,1.9274,49.0,1916.0,447.0,863.0,378.0,37.84,-122.28,5698.72690317439,556122.950063221,734964.878601402,65649.2259004016,15184.818393621,1469.0,63.0
115200.0,1.9615,52.0,2153.0,481.0,1168.0,441.0,37.84,-122.28,5698.72690317439,556122.950063221,734964.878601402,65649.2259004016,15184.818393621,1672.0,64.0
110400.0,1.7969,48.0,1922.0,409.0,1026.0,335.0,37.84,-122.27,5976.28805827603,555535.931447864,734392.514953906,65195.9361857231,15959.4836572213,1513.0,62.0
104900.0,1.375,49.0,1655.0,366.0,754.0,329.0,37.83,-122.27,4967.00519443677,554708.964381727,733549.20691652,64242.7792072335,15480.3405231102,1289.0,60.0
109700.0,2.7303,51.0,2665.0,574.0,1258.0,536.0,37.83,-122.27,4967.00519443677,554708.964381727,733549.20691652,64242.7792072335,15480.3405231102,2091.0,65.0
97200.0,1.4861,49.0,1215.0,282.0,570.0,264.0,37.83,-122.27,4967.00519443677,554708.964381727,733549.20691652,64242.7792072335,15480.3405231102,933.0,68.0
104500.0,1.0972,48.0,1798.0,432.0,987.0,374.0,37.83,-122.27,4967.00519443677,554708.964381727,733549.20691652,64242.7792072335,15480.3405231102,1366.0,66.0
103900.0,1.4103,52.0,1511.0,390.0,901.0,403.0,37.83,-122.28,4629.27324947942,555296.934642999,734122.302790399,64702.808723221,14680.3019257283,1121.0,61.0
191400.0,3.48,52.0,1470.0,330.0,689.0,309.0,37.83,-122.26,5427.30174564534,554121.830231293,732976.78393276,63791.6049102007,16288.4761173126,1140.0,75.0
176000.0,2.5898,52.0,2432.0,715.0,1377.0,696.0,37.83,-122.26,5427.30174564534,554121.830231293,732976.78393276,63791.6049102007,16288.4761173126,1717.0,65.0
155400.0,2.0978,52.0,1665.0,419.0,946.0,395.0,37.83,-122.26,5427.30174564534,554121.830231293,732976.78393276,63791.6049102007,16288.4761173126,1246.0,63.0
150000.0,1.2852,51.0,936.0,311.0,517.0,249.0,37.83,-122.26,5427.30174564534,554121.830231293,732976.78393276,63791.6049102007,16288.4761173126,625.0,63.0
118800.0,1.025,49.0,713.0,202.0,462.0,189.0,37.84,-122.26,6363.94801261769,554949.749518572,733820.824419216,64751.4638629145,16744.4065835069,511.0,65.0
188800.0,3.9643,52.0,950.0,202.0,467.0,198.0,37.84,-122.26,6363.94801261769,554949.749518572,733820.824419216,64751.4638629145,16744.4065835069,748.0,59.0
184400.0,3.0125,52.0,1443.0,311.0,660.0,292.0,37.83,-122.26,5427.30174564534,554121.830231293,732976.78393276,63791.6049102007,16288.4761173126,1132.0,68.0
182300.0,2.6768,52.0,1656.0,420.0,718.0,382.0,37.83,-122.26,5427.30174564534,554121.830231293,732976.78393276,63791.6049102007,16288.4761173126,1236.0,64.0
142500.0,2.026,50.0,1125.0,322.0,616.0,304.0,37.83,-122.26,5427.30174564534,554121.830231293,732976.78393276,63791.6049102007,16288.4761173126,803.0,65.0
137500.0,1.7348,43.0,1007.0,312.0,558.0,253.0,37.82,-122.27,4012.37142896127,553882.992395938,732706.612585184,63294.8031452024,15068.1659493984,695.0,59.0
187500.0,0.9506,40.0,624.0,195.0,423.0,160.0,37.82,-122.26,4569.92738545906,553294.904246492,732133.456035424,62836.7605992941,15897.3775936094,429.0,55.0
112500.0,1.775,40.0,946.0,375.0,700.0,352.0,37.82,-122.27,4012.37142896127,553882.992395938,732706.612585184,63294.8031452024,15068.1659493984,571.0,56.0
171900.0,0.9218,21.0,896.0,453.0,735.0,438.0,37.82,-122.27,4012.37142896127,553882.992395938,732706.612585184,63294.8031452024,15068.1659493984,443.0,32.0
93800.0,1.5045,43.0,1868.0,456.0,1061.0,407.0,37.82,-122.27,4012.37142896127,553882.992395938,732706.612585184,63294.8031452024,15068.1659493984,1412.0,55.0
97500.0,1.1108,41.0,3221.0,853.0,1959.0,720.0,37.82,-122.27,4012.37142896127,553882.992395938,732706.612585184,63294.8031452024,15068.1659493984,2368.0,52.0
104200.0,1.2475,52.0,1630.0,456.0,1162.0,400.0,37.82,-122.27,4012.37142896127,553882.992395938,732706.612585184,63294.8031452024,15068.1659493984,1174.0,68.0
87500.0,1.6098,52.0,1170.0,235.0,701.0,233.0,37.82,-122.28,3585.76569534236,554471.916070705,733280.441797973,63761.7353166999,14244.8825325117,935.0,66.0
83100.0,1.4113,52.0,945.0,243.0,576.0,220.0,37.82,-122.28,3585.76569534236,554471.916070705,733280.441797973,63761.7353166999,14244.8825325117,702.0,70.0
87500.0,1.5057,52.0,1238.0,288.0,622.0,259.0,37.82,-122.28,3585.76569534236,554471.916070705,733280.441797973,63761.7353166999,14244.8825325117,950.0,61.0
85300.0,0.8172,52.0,1489.0,335.0,728.0,244.0,37.82,-122.28,3585.76569534236,554471.916070705,733280.441797973,63761.7353166999,14244.8825325117,1154.0,64.0
80300.0,1.2171,52.0,1387.0,341.0,1074.0,304.0,37.82,-122.28,3585.76569534236,554471.916070705,733280.441797973,63761.7353166999,14244.8825325117,1046.0,67.0
60000.0,2.5625,2.0,158.0,43.0,94.0,57.0,37.82,-122.29,3340.66007838528,555061.672605116,733854.942089999,64237.363256611,13428.6177430611,115.0,18.0
75700.0,3.3929,52.0,1121.0,211.0,554.0,187.0,37.83,-122.29,4442.14980901594,555885.738355823,734696.069973899,65171.505932885,13889.7595464316,910.0,64.0
75000.0,6.1183,49.0,135.0,29.0,86.0,23.0,37.82,-122.29,3340.66007838528,555061.672605116,733854.942089999,64237.363256611,13428.6177430611,106.0,64.0
86100.0,0.9011,50.0,760.0,190.0,377.0,122.0,37.81,-122.29,2249.48592561738,554238.609913974,733014.532597405,63308.9672012626,13046.1867199217,570.0,63.0
76100.0,1.191,52.0,1224.0,237.0,521.0,159.0,37.81,-122.3,2214.98605591486,554830.150618183,733590.436366291,63800.2105341514,12212.9143616844,987.0,63.0
73500.0,2.5938,48.0,828.0,182.0,392.0,133.0,37.81,-122.3,2214.98605591486,554830.150618183,733590.436366291,63800.2105341514,12212.9143616844,646.0,65.0
78400.0,1.1667,52.0,1010.0,209.0,604.0,187.0,37.81,-122.3,2214.98605591486,554830.150618183,733590.436366291,63800.2105341514,12212.9143616844,801.0,67.0
84400.0,0.8056,48.0,1455.0,354.0,788.0,332.0,37.81,-122.3,2214.98605591486,554830.150618183,733590.436366291,63800.2105341514,12212.9143616844,1101.0,63.0
81300.0,2.6094,52.0,1027.0,244.0,492.0,147.0,37.8,-122.29,1197.17435507093,553416.55475779,732174.843969919,62386.5743196906,12749.5513875236,783.0,66.0
85000.0,1.8516,52.0,572.0,109.0,274.0,82.0,37.81,-122.3,2214.98605591486,554830.150618183,733590.436366291,63800.2105341514,12212.9143616844,463.0,66.0
129200.0,0.9802,46.0,2801.0,644.0,1823.0,611.0,37.81,-122.29,2249.48592561738,554238.609913974,733014.532597405,63308.9672012626,13046.1867199217,2157.0,58.0
82500.0,1.7719,26.0,768.0,152.0,392.0,127.0,37.81,-122.29,2249.48592561738,554238.609913974,733014.532597405,63308.9672012626,13046.1867199217,616.0,48.0
95200.0,0.7286,46.0,935.0,297.0,582.0,277.0,37.81,-122.29,2249.48592561738,554238.609913974,733014.532597405,63308.9672012626,13046.1867199217,638.0,61.0
75000.0,1.75,49.0,844.0,204.0,560.0,152.0,37.81,-122.29,2249.48592561738,554238.609913974,733014.532597405,63308.9672012626,13046.1867199217,640.0,62.0
67500.0,0.4999,46.0,12.0,4.0,18.0,7.0,37.81,-122.29,2249.48592561738,554238.609913974,733014.532597405,63308.9672012626,13046.1867199217,8.0,61.0
137500.0,2.483,20.0,835.0,161.0,290.0,133.0,37.81,-122.29,2249.48592561738,554238.609913974,733014.532597405,63308.9672012626,13046.1867199217,674.0,34.0
177500.0,0.9241,17.0,1237.0,462.0,762.0,439.0,37.81,-122.28,2599.63896101145,553647.898802722,732439.298088987,62826.2458140826,13885.0621478909,775.0,33.0
102100.0,2.4464,36.0,2914.0,562.0,1236.0,509.0,37.81,-122.28,2599.63896101145,553647.898802722,732439.298088987,62826.2458140826,13885.0621478909,2352.0,49.0
108300.0,1.1111,19.0,1207.0,243.0,721.0,207.0,37.81,-122.28,2599.63896101145,553647.898802722,732439.298088987,62826.2458140826,13885.0621478909,964.0,31.0
112500.0,0.8026,23.0,1745.0,374.0,1054.0,325.0,37.81,-122.29,2249.48592561738,554238.609913974,733014.532597405,63308.9672012626,13046.1867199217,1371.0,35.0
131300.0,2.0114,38.0,684.0,176.0,344.0,155.0,37.8,-122.28,1769.57399830806,552824.887316576,731598.874137534,61896.5933970324,13606.8395334019,508.0,55.0
162500.0,1.5,17.0,924.0,289.0,609.0,289.0,37.81,-122.28,2599.63896101145,553647.898802722,732439.298088987,62826.2458140826,13885.0621478909,635.0,35.0
112500.0,1.1667,52.0,210.0,56.0,183.0,56.0,37.81,-122.27,3162.27301203445,553058.019948868,731864.734425001,62352.2443051942,14728.5832891898,154.0,64.0
112500.0,1.5208,52.0,340.0,97.0,200.0,87.0,37.81,-122.28,2599.63896101145,553647.898802722,732439.298088987,62826.2458140826,13885.0621478909,243.0,64.0
137500.0,0.8075,52.0,386.0,164.0,346.0,155.0,37.81,-122.28,2599.63896101145,553647.898802722,732439.298088987,62826.2458140826,13885.0621478909,222.0,60.0
118800.0,1.8088,35.0,948.0,184.0,467.0,169.0,37.81,-122.28,2599.63896101145,553647.898802722,732439.298088987,62826.2458140826,13885.0621478909,764.0,45.0
98200.0,2.4083,52.0,773.0,143.0,377.0,115.0,37.81,-122.28,2599.63896101145,553647.898802722,732439.298088987,62826.2458140826,13885.0621478909,630.0,63.0
118800.0,0.977,40.0,880.0,451.0,582.0,380.0,37.81,-122.27,3162.27301203445,553058.019948868,731864.734425001,62352.2443051942,14728.5832891898,429.0,54.0
162500.0,0.76,10.0,875.0,348.0,546.0,330.0,37.81,-122.27,3162.27301203445,553058.019948868,731864.734425001,62352.2443051942,14728.5832891898,527.0,27.0
137500.0,0.9722,10.0,105.0,42.0,125.0,39.0,37.8,-122.27,2524.61461566918,552234.051520118,731023.57491033,61415.3521066468,14466.7053815103,63.0,23.0
500001.0,1.2434,52.0,249.0,78.0,396.0,85.0,37.8,-122.27,2524.61461566918,552234.051520118,731023.57491033,61415.3521066468,14466.7053815103,171.0,60.0
162500.0,2.0938,16.0,994.0,392.0,800.0,362.0,37.8,-122.27,2524.61461566918,552234.051520118,731023.57491033,61415.3521066468,14466.7053815103,602.0,29.0
137500.0,0.8668,52.0,215.0,87.0,904.0,88.0,37.8,-122.28,1769.57399830806,552824.887316576,731598.874137534,61896.5933970324,13606.8395334019,128.0,62.0
162500.0,0.75,52.0,96.0,31.0,191.0,34.0,37.8,-122.28,1769.57399830806,552824.887316576,731598.874137534,61896.5933970324,13606.8395334019,65.0,68.0
187500.0,2.6354,27.0,1055.0,347.0,718.0,302.0,37.79,-122.27,2284.78654341632,551411.091610598,730183.136524816,60484.3898758721,14286.8058622309,708.0,39.0
179200.0,1.8477,39.0,1715.0,623.0,1327.0,467.0,37.8,-122.27,2524.61461566918,552234.051520118,731023.57491033,61415.3521066468,14466.7053815103,1092.0,55.0
130000.0,2.0096,36.0,5329.0,2477.0,3469.0,2323.0,37.8,-122.26,3340.67161897622,551644.050046826,730448.94787868,60943.0574938264,15328.7151395687,2852.0,48.0
183800.0,2.8345,31.0,4596.0,1331.0,2048.0,1180.0,37.82,-122.26,4569.92738545906,553294.904246492,732133.456035424,62836.7605992941,15897.3775936094,3265.0,45.0
125000.0,2.0062,29.0,335.0,107.0,202.0,91.0,37.81,-122.26,3845.2217774209,552468.976024466,731290.84319253,61887.1630402615,15575.9953846421,228.0,43.0
170000.0,1.2185,22.0,3682.0,1270.0,2024.0,1250.0,37.82,-122.26,4569.92738545906,553294.904246492,732133.456035424,62836.7605992941,15897.3775936094,2412.0,34.0
193100.0,2.6104,37.0,3633.0,1085.0,1838.0,980.0,37.82,-122.26,4569.92738545906,553294.904246492,732133.456035424,62836.7605992941,15897.3775936094,2548.0,51.0
257800.0,2.4912,29.0,4656.0,1414.0,2304.0,1250.0,37.81,-122.25,4595.14987977277,551880.769709182,730717.62598178,61431.2046241796,16426.696262621,3242.0,40.0
273400.0,3.2177,28.0,5806.0,1603.0,2563.0,1497.0,37.81,-122.25,4595.14987977277,551880.769709182,730717.62598178,61431.2046241796,16426.696262621,4203.0,42.0
237500.0,3.125,39.0,854.0,242.0,389.0,228.0,37.81,-122.25,4595.14987977277,551880.769709182,730717.62598178,61431.2046241796,16426.696262621,612.0,56.0
350000.0,2.5795,52.0,2155.0,701.0,895.0,613.0,37.81,-122.25,4595.14987977277,551880.769709182,730717.62598178,61431.2046241796,16426.696262621,1454.0,69.0
335700.0,2.8406,34.0,5871.0,1914.0,2689.0,1789.0,37.81,-122.26,3845.2217774209,552468.976024466,731290.84319253,61887.1630402615,15575.9953846421,3957.0,55.0
313400.0,4.9306,52.0,1509.0,225.0,674.0,244.0,37.82,-122.24,5923.30723562356,552121.245224023,730989.167275653,61948.1293385827,17570.2225198277,1284.0,65.0
268500.0,3.2727,52.0,2026.0,482.0,709.0,456.0,37.81,-122.24,5384.14210717744,551293.403690291,730145.084386076,60984.573686706,17280.2002025792,1544.0,68.0
259400.0,3.1691,52.0,1758.0,460.0,686.0,422.0,37.81,-122.25,4595.14987977277,551880.769709182,730717.62598178,61431.2046241796,16426.696262621,1298.0,65.0
275700.0,3.9,52.0,3481.0,751.0,1444.0,718.0,37.82,-122.24,5923.30723562356,552121.245224023,730989.167275653,61948.1293385827,17570.2225198277,2730.0,66.0
225000.0,3.9063,28.0,3337.0,855.0,1520.0,802.0,37.82,-122.25,5216.61298549131,552707.654295596,731560.973735584,62387.8034836989,16731.6360795001,2482.0,42.0
262500.0,5.0917,52.0,1424.0,289.0,550.0,253.0,37.82,-122.25,5216.61298549131,552707.654295596,731560.973735584,62387.8034836989,16731.6360795001,1135.0,67.0
218500.0,2.6429,32.0,3809.0,1098.0,1806.0,1022.0,37.82,-122.25,5216.61298549131,552707.654295596,731560.973735584,62387.8034836989,16731.6360795001,2711.0,55.0
255000.0,3.0233,26.0,3959.0,1196.0,1749.0,1217.0,37.82,-122.25,5216.61298549131,552707.654295596,731560.973735584,62387.8034836989,16731.6360795001,2763.0,37.0
224100.0,3.1484,52.0,2376.0,559.0,939.0,519.0,37.83,-122.25,5981.93628131735,553535.53485847,732405.035422692,63349.4750379013,17103.5609998378,1817.0,64.0
243100.0,3.4722,35.0,1613.0,428.0,675.0,422.0,37.83,-122.25,5981.93628131735,553535.53485847,732405.035422692,63349.4750379013,17103.5609998378,1185.0,51.0
231600.0,3.1429,52.0,1279.0,287.0,534.0,291.0,37.83,-122.25,5981.93628131735,553535.53485847,732405.035422692,63349.4750379013,17103.5609998378,992.0,67.0
218500.0,2.4234,28.0,5022.0,1750.0,2558.0,1661.0,37.83,-122.25,5981.93628131735,553535.53485847,732405.035422692,63349.4750379013,17103.5609998378,3272.0,41.0
234100.0,3.0897,52.0,4190.0,1105.0,1786.0,1037.0,37.83,-122.25,5981.93628131735,553535.53485847,732405.035422692,63349.4750379013,17103.5609998378,3085.0,71.0
327600.0,5.8596,50.0,2515.0,399.0,970.0,373.0,37.84,-122.23,8006.9337455887,553196.250487233,732109.807309808,63472.7852807822,19148.0284655609,2116.0,65.0
347600.0,5.2868,47.0,3175.0,454.0,1098.0,485.0,37.84,-122.23,8006.9337455887,553196.250487233,732109.807309808,63472.7852807822,19148.0284655609,2721.0,62.0
366100.0,5.956,41.0,2576.0,406.0,794.0,376.0,37.83,-122.24,6607.19402132895,552950.080937517,731833.962972968,62916.5802677,17924.6471751246,2170.0,61.0
335000.0,4.9643,37.0,334.0,54.0,98.0,47.0,37.85,-122.24,8259.08510932293,554610.717069378,733525.68293736,64867.2898334847,18811.4874496884,280.0,52.0
373600.0,6.3434,52.0,2800.0,411.0,1061.0,403.0,37.85,-122.23,8810.49828547664,554028.013287066,732956.753201699,64456.7504165903,19600.2259653727,2389.0,67.0
389500.0,5.1773,52.0,3529.0,574.0,1177.0,555.0,37.84,-122.24,7395.76357883113,553779.906366819,732679.469012332,63889.7038641264,18339.7407263717,2955.0,63.0
391100.0,7.2354,52.0,2612.0,365.0,901.0,367.0,37.85,-122.24,8259.08510932293,554610.717069378,733525.68293736,64867.2898334847,18811.4874496884,2247.0,68.0
337300.0,5.457,28.0,5287.0,1048.0,2031.0,956.0,37.85,-122.22,9411.71336422041,553446.157415254,732388.503123074,64055.6991563771,20396.3003879235,4239.0,43.0
295200.0,7.5,50.0,2935.0,473.0,1031.0,479.0,37.84,-122.22,8664.17575344934,552613.44197946,731540.825059423,63065.4218150826,19962.2524108568,2462.0,66.0
292300.0,6.0194,44.0,3424.0,597.0,1358.0,597.0,37.84,-122.21,9357.78709042734,552031.483533487,730972.523853631,62667.7998071733,20781.7148266594,2827.0,55.0
411500.0,7.5544,40.0,4991.0,674.0,1616.0,654.0,37.83,-122.21,8748.16138905638,551198.794740729,730124.817898422,61675.2305255111,20416.6476769635,4317.0,52.0
311500.0,6.0666,30.0,2211.0,346.0,844.0,343.0,37.84,-122.2,10080.2629475809,551450.377846724,730404.905287931,62280.1058423969,21605.8196604777,1865.0,47.0
325900.0,7.0548,34.0,3038.0,490.0,1140.0,496.0,37.84,-122.21,9357.78709042734,552031.483533487,730972.523853631,62667.7998071733,20781.7148266594,2548.0,53.0
392600.0,11.6017,18.0,1617.0,210.0,533.0,194.0,37.84,-122.19,10825.8259229329,550870.127623991,729837.970960858,61902.5264627215,22434.0552978805,1407.0,30.0
319300.0,7.4882,35.0,2865.0,460.0,1072.0,443.0,37.84,-122.2,10080.2629475809,551450.377846724,730404.905287931,62280.1058423969,21605.8196604777,2405.0,43.0
333300.0,6.8976,34.0,5065.0,788.0,1627.0,766.0,37.83,-122.21,8748.16138905638,551198.794740729,730124.817898422,61675.2305255111,20416.6476769635,4277.0,45.0
335200.0,8.2049,28.0,1326.0,184.0,463.0,190.0,37.83,-122.19,10303.6241568699,550035.527233726,728988.797377164,60897.3795442136,22096.5233464689,1142.0,38.0
351200.0,8.401,26.0,1589.0,223.0,542.0,211.0,37.83,-122.2,9517.12943476246,550616.733519522,729556.46561798,61281.2040447971,21255.0231164565,1366.0,38.0
368900.0,6.8538,29.0,1791.0,271.0,661.0,269.0,37.83,-122.19,10303.6241568699,550035.527233726,728988.797377164,60897.3795442136,22096.5233464689,1520.0,38.0
365900.0,8.317,32.0,1835.0,264.0,635.0,263.0,37.82,-122.19,9879.4582441999,549201.907411448,728140.328440663,59896.0076848091,21810.5181988391,1571.0,49.0
366700.0,7.0175,37.0,1229.0,181.0,420.0,176.0,37.82,-122.2,9056.08442765898,549784.071610634,728708.731743022,60286.2604745384,20957.4193571316,1048.0,50.0
362800.0,6.3302,39.0,3770.0,534.0,1265.0,500.0,37.82,-122.2,9056.08442765898,549784.071610634,728708.731743022,60286.2604745384,20957.4193571316,3236.0,54.0
483300.0,6.3624,30.0,292.0,38.0,126.0,52.0,37.81,-122.18,9430.44816519297,547787.005247504,726724.112346226,58512.3155182014,22442.1118691487,254.0,46.0
331400.0,7.0549,52.0,2375.0,333.0,813.0,350.0,37.82,-122.21,8244.10925029415,550367.090206215,729277.818881591,60686.8011553698,20106.5210380489,2042.0,65.0
323500.0,6.7851,45.0,2964.0,436.0,1067.0,426.0,37.81,-122.2,8713.34829677824,548952.396590534,727861.706129194,59295.4743822129,20715.3010716672,2528.0,62.0
216700.0,2.8929,50.0,2833.0,605.0,1260.0,552.0,37.8,-122.21,7632.42688548035,548706.651809434,727585.951536702,58723.197476336,19661.0305937595,2228.0,65.0
233100.0,3.0812,38.0,2254.0,535.0,951.0,487.0,37.8,-122.21,7632.42688548035,548706.651809434,727585.951536702,58723.197476336,19661.0305937595,1719.0,56.0
296400.0,5.2402,52.0,1389.0,212.0,510.0,224.0,37.81,-122.21,7865.95246331904,549536.37439889,728431.529269196,59702.7173163948,19853.9096603499,1177.0,64.0
273700.0,6.5217,52.0,1971.0,335.0,765.0,308.0,37.81,-122.22,7026.22866235321,550121.203328844,729002.034428676,60120.1214557008,18994.1045786641,1636.0,65.0
227700.0,3.2632,52.0,2183.0,465.0,1129.0,460.0,37.8,-122.22,6763.64753654356,549292.441222136,728157.193625057,59147.5715447,18792.2825090118,1718.0,69.0
199600.0,3.0298,52.0,2286.0,464.0,1073.0,441.0,37.8,-122.22,6763.64753654356,549292.441222136,728157.193625057,59147.5715447,18792.2825090118,1822.0,66.0
239800.0,4.5428,52.0,2721.0,541.0,1185.0,515.0,37.8,-122.22,6763.64753654356,549292.441222136,728157.193625057,59147.5715447,18792.2825090118,2180.0,67.0
270100.0,4.072,52.0,2024.0,339.0,756.0,340.0,37.81,-122.22,7026.22866235321,550121.203328844,729002.034428676,60120.1214557008,18994.1045786641,1685.0,66.0
302100.0,5.3509,52.0,2944.0,536.0,1034.0,521.0,37.81,-122.22,7026.22866235321,550121.203328844,729002.034428676,60120.1214557008,18994.1045786641,2408.0,64.0
269500.0,3.1603,52.0,2033.0,486.0,787.0,459.0,37.8,-122.23,5897.79929046248,549879.07846517,728729.115907927,59581.9612182126,17924.5111194146,1547.0,65.0
314700.0,4.7708,52.0,1433.0,229.0,612.0,213.0,37.81,-122.23,6197.29633514239,550706.880662679,729573.220001856,60547.4766468885,18136.1114548777,1204.0,65.0
390100.0,8.1564,52.0,2927.0,402.0,1021.0,380.0,37.81,-122.22,7026.22866235321,550121.203328844,729002.034428676,60120.1214557008,18994.1045786641,2525.0,67.0
410300.0,8.8793,52.0,2315.0,292.0,861.0,258.0,37.81,-122.23,6197.29633514239,550706.880662679,729573.220001856,60547.4766468885,18136.1114548777,2023.0,62.0
352400.0,6.8591,52.0,2485.0,313.0,953.0,327.0,37.81,-122.24,5384.14210717744,551293.403690291,730145.084386076,60984.573686706,17280.2002025792,2172.0,64.0
287300.0,6.0302,52.0,1490.0,238.0,634.0,256.0,37.81,-122.24,5384.14210717744,551293.403690291,730145.084386076,60984.573686706,17280.2002025792,1252.0,66.0
